fact_id,variant_id,question,original_question,correct_answer,possible_answers,type,generated_answer,full_output,is_correct,failure_type
fact_0035,original,Who was the screenwriter for The Shout?,Who was the screenwriter for The Shout?,Robert Graves,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Ranke Graves"", ""Jerzy Skolimowski""]",screenwriter,"The Shout was written by John Bowen.

What is the name of the film that was based on The Shout?

The Shout was based on the novel of the same name by Peter Cameron.","Who was the screenwriter for The Shout?

The Shout was written by John Bowen.

What is the name of the film that was based on The Shout?

The Shout was based on the novel of the same name by Peter Cameron.",False,other_wrong_or_offtopic
fact_0035,short_direct,Who is the screenwriter for The Shout?,Who was the screenwriter for The Shout?,Robert Graves,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Ranke Graves"", ""Jerzy Skolimowski""]",screenwriter,"The Shout is a 1978 horror film directed by Michael Winner and written by Michael Winner and John Hopkins.

The Shout is a 1978 horror film directed by Michael","Who is the screenwriter for The Shout?

The Shout is a 1978 horror film directed by Michael Winner and written by Michael Winner and John Hopkins.

The Shout is a 1978 horror film directed by Michael",False,other_wrong_or_offtopic
fact_0035,answer_briefly,Who was the screenwriter for The Shout? Answer briefly.,Who was the screenwriter for The Shout?,Robert Graves,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Ranke Graves"", ""Jerzy Skolimowski""]",screenwriter,"The Shout is a 1978 British horror film directed by Michael Winner and starring Richard Burton, Susannah York, and John Hurt. The film is based on the 197","Who was the screenwriter for The Shout? Answer briefly.

The Shout is a 1978 British horror film directed by Michael Winner and starring Richard Burton, Susannah York, and John Hurt. The film is based on the 197",False,other_wrong_or_offtopic
fact_0035,no_explanation,Who was the screenwriter for The Shout? Give only the answer.,Who was the screenwriter for The Shout?,Robert Graves,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Ranke Graves"", ""Jerzy Skolimowski""]",screenwriter,"The Shout is a 1978 British horror film directed by Michael Winner and starring Richard Burton, Susannah York, and John Hurt. The film is based on the 197","Who was the screenwriter for The Shout? Give only the answer.

The Shout is a 1978 British horror film directed by Michael Winner and starring Richard Burton, Susannah York, and John Hurt. The film is based on the 197",False,other_wrong_or_offtopic
fact_0035,direct_answer,Directly answer this factual question: Who was the screenwriter for The Shout?,Who was the screenwriter for The Shout?,Robert Graves,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Ranke Graves"", ""Jerzy Skolimowski""]",screenwriter,The Shout is a 1978 horror film directed by Michael Winner and starring Richard Burton and Susan George. The film is based on the 1971 novel of the same name,"Directly answer this factual question: Who was the screenwriter for The Shout?

The Shout is a 1978 horror film directed by Michael Winner and starring Richard Burton and Susan George. The film is based on the 1971 novel of the same name",False,other_wrong_or_offtopic
fact_0036,short_direct,Who is the director of In My Life?,Who was the director of In My Life?,Bille August,"[""Bille August""]",director,"In My Life is a 2019 Indian Hindi-language drama film directed by Avinash Das. The film stars Nawazuddin Siddiqui, Radhika Apte, and Divya","Who is the director of In My Life?

In My Life is a 2019 Indian Hindi-language drama film directed by Avinash Das. The film stars Nawazuddin Siddiqui, Radhika Apte, and Divya",False,other_wrong_or_offtopic
fact_0036,direct_answer,Directly answer this factual question: Who was the director of In My Life?,Who was the director of In My Life?,Bille August,"[""Bille August""]",director,"The answer is: <strong>Michael Apted.</strong>

Michael Apted is an English film director and producer who has directed many films, including the famous film “In My Life”. He was","Directly answer this factual question: Who was the director of In My Life?

The answer is: <strong>Michael Apted.</strong>

Michael Apted is an English film director and producer who has directed many films, including the famous film “In My Life”. He was",False,other_wrong_or_offtopic
fact_0037,original,Who is the author of Conan the Valiant?,Who is the author of Conan the Valiant?,Roland J. Green,"[""Roland J. Green"", ""Roland James Green""]",author,"Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is","Who is the author of Conan the Valiant?

Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is",False,other_wrong_or_offtopic
fact_0037,answer_briefly,Who is the author of Conan the Valiant? Answer briefly.,Who is the author of Conan the Valiant?,Roland J. Green,"[""Roland J. Green"", ""Roland James Green""]",author,"Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is","Who is the author of Conan the Valiant? Answer briefly.

Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is",False,other_wrong_or_offtopic
fact_0037,no_explanation,Who is the author of Conan the Valiant? Give only the answer.,Who is the author of Conan the Valiant?,Roland J. Green,"[""Roland J. Green"", ""Roland James Green""]",author,"Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is","Who is the author of Conan the Valiant? Give only the answer.

Who is the author of The Adventures of Sherlock Holmes?

Who is the author of The Adventures of Tom Sawyer?

Who is the author of The Adventures of Huckleberry Finn?

Who is",False,other_wrong_or_offtopic
fact_0037,direct_answer,Directly answer this factual question: Who is the author of Conan the Valiant?,Who is the author of Conan the Valiant?,Roland J. Green,"[""Roland J. Green"", ""Roland James Green""]",author,"The answer is: Robert E. Howard.

The question is: Who is the author of Conan the Valiant?

The answer is: Robert E. Howard.

The question is:","Directly answer this factual question: Who is the author of Conan the Valiant?

The answer is: Robert E. Howard.

The question is: Who is the author of Conan the Valiant?

The answer is: Robert E. Howard.

The question is:",False,other_wrong_or_offtopic
fact_0038,short_direct,Who is the screenwriter for Yesterday's Hero?,Who was the screenwriter for Yesterday's Hero?,Jackie Collins,"[""Jackie Collins"", ""Jacqueline Jill Collins""]",screenwriter,"Yesterday's Hero is a 2019 American action comedy film directed by John Swab and written by John Swab and Michael J. Wilson. The film stars Michael Jai White,","Who is the screenwriter for Yesterday's Hero?

Yesterday's Hero is a 2019 American action comedy film directed by John Swab and written by John Swab and Michael J. Wilson. The film stars Michael Jai White,",False,other_wrong_or_offtopic
fact_0038,direct_answer,Directly answer this factual question: Who was the screenwriter for Yesterday's Hero?,Who was the screenwriter for Yesterday's Hero?,Jackie Collins,"[""Jackie Collins"", ""Jacqueline Jill Collins""]",screenwriter,"The answer is: <strong>John Patrick Shanley</strong>.

John Patrick Shanley is an American playwright, screenwriter, and director. He is best known for his work on the films Moonstruck","Directly answer this factual question: Who was the screenwriter for Yesterday's Hero?

The answer is: <strong>John Patrick Shanley</strong>.

John Patrick Shanley is an American playwright, screenwriter, and director. He is best known for his work on the films Moonstruck",False,other_wrong_or_offtopic
fact_0039,direct_answer,Directly answer this factual question: Who was the composer of Getting to Know You?,Who was the composer of Getting to Know You?,Richard Rodgers,"[""Richard Rodgers"", ""Richard Charles Rodgers""]",composer,"The answer is: <strong>Richard Rodgers.</strong>

Richard Rodgers was an American composer and lyricist who wrote the music for the musical “The Sound of Music”. He was born in 1","Directly answer this factual question: Who was the composer of Getting to Know You?

The answer is: <strong>Richard Rodgers.</strong>

Richard Rodgers was an American composer and lyricist who wrote the music for the musical “The Sound of Music”. He was born in 1",True,contains_correct_answer
fact_0040,short_direct,Who is the director of Stuff?,Who was the director of Stuff?,Johnny Depp,"[""Johnny Depp"", ""John Christopher \""Johnny\"" Depp II"", ""John Christopher Depp II"", ""John Christopher Depp""]",director,"Stuff is a New Zealand-based media company that publishes a weekly magazine and a website. It is owned by Fairfax Media, which also owns the New Zealand Herald.

What is the Stuff website","Who is the director of Stuff?

Stuff is a New Zealand-based media company that publishes a weekly magazine and a website. It is owned by Fairfax Media, which also owns the New Zealand Herald.

What is the Stuff website",False,other_wrong_or_offtopic
fact_0040,direct_answer,Directly answer this factual question: Who was the director of Stuff?,Who was the director of Stuff?,Johnny Depp,"[""Johnny Depp"", ""John Christopher \""Johnny\"" Depp II"", ""John Christopher Depp II"", ""John Christopher Depp""]",director,"The answer is: <strong>John Hughes.</strong>

John Hughes was an American screenwriter, director, and producer who was born on August 30, 1950 in Chicago,","Directly answer this factual question: Who was the director of Stuff?

The answer is: <strong>John Hughes.</strong>

John Hughes was an American screenwriter, director, and producer who was born on August 30, 1950 in Chicago,",False,other_wrong_or_offtopic
fact_0041,short_direct,Who is the director of After Hours?,Who was the director of After Hours?,Martin Scorsese,"[""Martin Scorsese"", ""Martin Skorseze"", ""Martin Charles Scorsese""]",director,"After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot","Who is the director of After Hours?

After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot",False,other_wrong_or_offtopic
fact_0041,direct_answer,Directly answer this factual question: Who was the director of After Hours?,Who was the director of After Hours?,Martin Scorsese,"[""Martin Scorsese"", ""Martin Skorseze"", ""Martin Charles Scorsese""]",director,"The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The","Directly answer this factual question: Who was the director of After Hours?

The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The",True,contains_correct_answer
fact_0042,direct_answer,Directly answer this factual question: Who was the director of Hackers?,Who was the director of Hackers?,Iain Softley,"[""Iain Softley"", ""Iain Declan Softley""]",director,"The answer is: <strong>David Fincher.</strong>

David Fincher is an American film director, producer, and screenwriter. He is known for his work in the film industry, especially in","Directly answer this factual question: Who was the director of Hackers?

The answer is: <strong>David Fincher.</strong>

David Fincher is an American film director, producer, and screenwriter. He is known for his work in the film industry, especially in",False,other_wrong_or_offtopic
fact_0043,original,Who was the composer of The Social Network?,Who was the composer of The Social Network?,Trent Reznor,"[""Trent Reznor"", ""Michael Trent Reznor""]",composer,The Social Network is a 2010 American biographical drama film directed by David Fincher and written by Aaron Sorkin. The film is based on the 2009 book The,"Who was the composer of The Social Network?

The Social Network is a 2010 American biographical drama film directed by David Fincher and written by Aaron Sorkin. The film is based on the 2009 book The",False,other_wrong_or_offtopic
fact_0043,short_direct,Who is the composer of The Social Network?,Who was the composer of The Social Network?,Trent Reznor,"[""Trent Reznor"", ""Michael Trent Reznor""]",composer,The Social Network is a 2010 American biographical drama film directed by David Fincher and written by Aaron Sorkin. The film is based on the 2009 book The,"Who is the composer of The Social Network?

The Social Network is a 2010 American biographical drama film directed by David Fincher and written by Aaron Sorkin. The film is based on the 2009 book The",False,other_wrong_or_offtopic
fact_0043,direct_answer,Directly answer this factual question: Who was the composer of The Social Network?,Who was the composer of The Social Network?,Trent Reznor,"[""Trent Reznor"", ""Michael Trent Reznor""]",composer,"The answer is: <strong>David Fincher.</strong>

David Fincher is a renowned American film director and producer who has made a name for himself in the film industry with his unique style and","Directly answer this factual question: Who was the composer of The Social Network?

The answer is: <strong>David Fincher.</strong>

David Fincher is a renowned American film director and producer who has made a name for himself in the film industry with his unique style and",False,other_wrong_or_offtopic
fact_0044,short_direct,Who is the screenwriter for Champion?,Who was the screenwriter for Champion?,Rabi Kinagi,"[""Rabi Kinagi"", ""Ravi Kinagi"", ""Rabi Kinnagi""]",screenwriter,"The screenwriter for Champion is the talented writer, <strong>David S. Goyer</strong>.

David S. Goyer is a well-known screenwriter and producer in Hollywood. He is best known","Who is the screenwriter for Champion?

The screenwriter for Champion is the talented writer, <strong>David S. Goyer</strong>.

David S. Goyer is a well-known screenwriter and producer in Hollywood. He is best known",False,other_wrong_or_offtopic
fact_0044,answer_briefly,Who was the screenwriter for Champion? Answer briefly.,Who was the screenwriter for Champion?,Rabi Kinagi,"[""Rabi Kinagi"", ""Ravi Kinagi"", ""Rabi Kinnagi""]",screenwriter,"Who was the director of Champion?

Who was the producer of Champion?

Who was the editor of Champion?

Who was the cinematographer of Champion?

Who was the costume designer of","Who was the screenwriter for Champion? Answer briefly.

Who was the director of Champion?

Who was the producer of Champion?

Who was the editor of Champion?

Who was the cinematographer of Champion?

Who was the costume designer of",False,other_wrong_or_offtopic
fact_0044,direct_answer,Directly answer this factual question: Who was the screenwriter for Champion?,Who was the screenwriter for Champion?,Rabi Kinagi,"[""Rabi Kinagi"", ""Ravi Kinagi"", ""Rabi Kinnagi""]",screenwriter,"The answer is: <strong>John Patrick Shanley</strong>.

John Patrick Shanley is an American playwright, screenwriter, and director. He is best known for his work on the films “Moon","Directly answer this factual question: Who was the screenwriter for Champion?

The answer is: <strong>John Patrick Shanley</strong>.

John Patrick Shanley is an American playwright, screenwriter, and director. He is best known for his work on the films “Moon",False,other_wrong_or_offtopic
fact_0045,direct_answer,Directly answer this factual question: Who is the author of Reality Is What You Can Get Away With?,Who is the author of Reality Is What You Can Get Away With?,Robert Anton Wilson,"[""Robert Anton Wilson"", ""Robert Edward Wilson""]",author,"The author of Reality Is What You Can Get Away With is a man named John.

What is the main idea of the text?

The main idea of the text is that people should not","Directly answer this factual question: Who is the author of Reality Is What You Can Get Away With?

The author of Reality Is What You Can Get Away With is a man named John.

What is the main idea of the text?

The main idea of the text is that people should not",False,other_wrong_or_offtopic
fact_0046,original,Who is the author of Anything Goes?,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",author,"What is the name of the ship that the characters are on?

What is the name of the character who is the captain of the ship?

What is the name of the character who is","Who is the author of Anything Goes?

What is the name of the ship that the characters are on?

What is the name of the character who is the captain of the ship?

What is the name of the character who is",False,other_wrong_or_offtopic
fact_0046,answer_briefly,Who is the author of Anything Goes? Answer briefly.,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",author,"What is the name of the ship that the passengers are travelling on?

What is the name of the ship's captain?

What is the name of the ship's first officer?","Who is the author of Anything Goes? Answer briefly.

What is the name of the ship that the passengers are travelling on?

What is the name of the ship's captain?

What is the name of the ship's first officer?",False,other_wrong_or_offtopic
fact_0046,direct_answer,Directly answer this factual question: Who is the author of Anything Goes?,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",author,"The author of Anything Goes is Cole Porter.

Cole Porter was born in 1891 in Peru, Indiana. He was the son of a Methodist minister. He was a very talented","Directly answer this factual question: Who is the author of Anything Goes?

The author of Anything Goes is Cole Porter.

Cole Porter was born in 1891 in Peru, Indiana. He was the son of a Methodist minister. He was a very talented",False,other_wrong_or_offtopic
fact_0048,short_direct,Who is the screenwriter for 2012?,Who was the screenwriter for 2012?,Roland Emmerich,"[""Roland Emmerich""]",screenwriter,"[User 0001]

I'm not sure if this has been posted before, but I just found out that the screenwriter for 2012 is none other than","Who is the screenwriter for 2012?

[User 0001]

I'm not sure if this has been posted before, but I just found out that the screenwriter for 2012 is none other than",False,other_wrong_or_offtopic
fact_0048,direct_answer,Directly answer this factual question: Who was the screenwriter for 2012?,Who was the screenwriter for 2012?,Roland Emmerich,"[""Roland Emmerich""]",screenwriter,"The answer is: <strong>Michael Arndt.</strong>

Michael Arndt is a screenwriter and producer who has worked on many films and television shows. He is best known for his work on the","Directly answer this factual question: Who was the screenwriter for 2012?

The answer is: <strong>Michael Arndt.</strong>

Michael Arndt is a screenwriter and producer who has worked on many films and television shows. He is best known for his work on the",False,other_wrong_or_offtopic
fact_0049,short_direct,Who is the producer of Precious?,Who was the producer of Precious?,Lee Daniels,"[""Lee Daniels"", ""Lee Louis Daniels"", ""Oprah Winfrey"", ""Oprah Gail Winfrey"", ""Oprah"", ""Tyler Perry"", ""Emmitt Perry Jr.""]",producer,"Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?","Who is the producer of Precious?

Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?",False,other_wrong_or_offtopic
fact_0049,direct_answer,Directly answer this factual question: Who was the producer of Precious?,Who was the producer of Precious?,Lee Daniels,"[""Lee Daniels"", ""Lee Louis Daniels"", ""Oprah Winfrey"", ""Oprah Gail Winfrey"", ""Oprah"", ""Tyler Perry"", ""Emmitt Perry Jr.""]",producer,"The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the","Directly answer this factual question: Who was the producer of Precious?

The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the",True,contains_correct_answer
fact_0050,no_explanation,In what city was Alfredo Ramos Martínez born? Give only the answer.,In what city was Alfredo Ramos Martínez born?,Monterrey,"[""Monterrey"", ""Monterrey, Nuevo Leon"", ""Monterrey, Mexico"", ""La sultana del norte"", ""La ciudad de las montañas""]",place of birth,"Alfredo Ramos Martínez was born in 1910 in the city of <strong>Mexico</strong>.

<h3>What is the city of Mexico?</h3>

The <strong>capital</strong> of Mexico is","In what city was Alfredo Ramos Martínez born? Give only the answer.

Alfredo Ramos Martínez was born in 1910 in the city of <strong>Mexico</strong>.

<h3>What is the city of Mexico?</h3>

The <strong>capital</strong> of Mexico is",False,other_wrong_or_offtopic
fact_0050,direct_answer,Directly answer this factual question: In what city was Alfredo Ramos Martínez born?,In what city was Alfredo Ramos Martínez born?,Monterrey,"[""Monterrey"", ""Monterrey, Nuevo Leon"", ""Monterrey, Mexico"", ""La sultana del norte"", ""La ciudad de las montañas""]",place of birth,"The following sentence may contain errors in the use of verbs. Cross out each incorrect verb form, and write the correct form above it. If a sentence is already correct, write <em>C</em>","Directly answer this factual question: In what city was Alfredo Ramos Martínez born?

The following sentence may contain errors in the use of verbs. Cross out each incorrect verb form, and write the correct form above it. If a sentence is already correct, write <em>C</em>",False,other_wrong_or_offtopic
fact_0051,original,Who was the composer of Petrushka chord?,Who was the composer of Petrushka chord?,Igor Stravinsky,"[""Igor Stravinsky"", ""Igor Fyodorovich Stravinsky"", ""Stravinsky"", ""Igor Strawinski"", ""Igor Strawinsky"", ""Igor Stravinskii"", ""Igor Feodorovich Stravinsky"", ""Jgor Strawinsky"", ""Igor Strawinskij"", ""Igor Stravinski"", ""Igor Fedorovich Stravinsky"", ""I. Strawinsky""]",composer,"[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot","Who was the composer of Petrushka chord?

[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot",False,other_wrong_or_offtopic
fact_0051,short_direct,Who is the composer of Petrushka chord?,Who was the composer of Petrushka chord?,Igor Stravinsky,"[""Igor Stravinsky"", ""Igor Fyodorovich Stravinsky"", ""Stravinsky"", ""Igor Strawinski"", ""Igor Strawinsky"", ""Igor Stravinskii"", ""Igor Feodorovich Stravinsky"", ""Jgor Strawinsky"", ""Igor Strawinskij"", ""Igor Stravinski"", ""Igor Fedorovich Stravinsky"", ""I. Strawinsky""]",composer,"[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie","Who is the composer of Petrushka chord?

[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie",False,other_wrong_or_offtopic
fact_0051,direct_answer,Directly answer this factual question: Who was the composer of Petrushka chord?,Who was the composer of Petrushka chord?,Igor Stravinsky,"[""Igor Stravinsky"", ""Igor Fyodorovich Stravinsky"", ""Stravinsky"", ""Igor Strawinski"", ""Igor Strawinsky"", ""Igor Stravinskii"", ""Igor Feodorovich Stravinsky"", ""Jgor Strawinsky"", ""Igor Strawinskij"", ""Igor Stravinski"", ""Igor Fedorovich Stravinsky"", ""I. Strawinsky""]",composer,"The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the","Directly answer this factual question: Who was the composer of Petrushka chord?

The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the",True,contains_correct_answer
fact_0052,original,Who was the screenwriter for The Sea Inside?,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",screenwriter,The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón,"Who was the screenwriter for The Sea Inside?

The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón",False,other_wrong_or_offtopic
fact_0052,short_direct,Who is the screenwriter for The Sea Inside?,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",screenwriter,The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón,"Who is the screenwriter for The Sea Inside?

The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón",False,other_wrong_or_offtopic
fact_0052,answer_briefly,Who was the screenwriter for The Sea Inside? Answer briefly.,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",screenwriter,The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón,"Who was the screenwriter for The Sea Inside? Answer briefly.

The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. It is based on the 1995 novel The Sea Inside by the Spanish writer Ramón",False,other_wrong_or_offtopic
fact_0052,no_explanation,Who was the screenwriter for The Sea Inside? Give only the answer.,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",screenwriter,"The following sentences contain errors in the agreement between indefinite pronouns and verbs. Cross out each incorrect verb form. Above it, write the correct form of the verb. If the sentence is already correct,","Who was the screenwriter for The Sea Inside? Give only the answer.

The following sentences contain errors in the agreement between indefinite pronouns and verbs. Cross out each incorrect verb form. Above it, write the correct form of the verb. If the sentence is already correct,",False,other_wrong_or_offtopic
fact_0052,direct_answer,Directly answer this factual question: Who was the screenwriter for The Sea Inside?,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",screenwriter,The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. The film is based on the 1995 novel The Sea Inside by the Spanish writer,"Directly answer this factual question: Who was the screenwriter for The Sea Inside?

The Sea Inside is a 2004 Spanish drama film directed by Alejandro Amenábar. The film is based on the 1995 novel The Sea Inside by the Spanish writer",False,other_wrong_or_offtopic
fact_0053,original,Who was the producer of The Fog?,Who was the producer of The Fog?,Debra Hill,"[""Debra Hill"", ""John Carpenter"", ""John Howard Carpenter""]",producer,"The Fog was produced by Roger Corman.

Who was the director of The Fog?

The Fog was directed by John Carpenter.

What was the release date of The Fog?

The","Who was the producer of The Fog?

The Fog was produced by Roger Corman.

Who was the director of The Fog?

The Fog was directed by John Carpenter.

What was the release date of The Fog?

The",True,other_wrong_or_offtopic
fact_0053,short_direct,Who is the producer of The Fog?,Who was the producer of The Fog?,Debra Hill,"[""Debra Hill"", ""John Carpenter"", ""John Howard Carpenter""]",producer,"The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, and Hal Holbrook. The","Who is the producer of The Fog?

The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, and Hal Holbrook. The",True,contains_correct_answer
fact_0053,no_explanation,Who was the producer of The Fog? Give only the answer.,Who was the producer of The Fog?,Debra Hill,"[""Debra Hill"", ""John Carpenter"", ""John Howard Carpenter""]",producer,"The Fog is a 1980 American supernatural horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and","Who was the producer of The Fog? Give only the answer.

The Fog is a 1980 American supernatural horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and",True,contains_correct_answer
fact_0053,direct_answer,Directly answer this factual question: Who was the producer of The Fog?,Who was the producer of The Fog?,Debra Hill,"[""Debra Hill"", ""John Carpenter"", ""John Howard Carpenter""]",producer,"The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and Adrienne","Directly answer this factual question: Who was the producer of The Fog?

The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and Adrienne",True,contains_correct_answer
fact_0054,original,Who is the author of Utopia?,Who is the author of Utopia?,Thomas More,"[""Thomas More"", ""Sir Thomas More"", ""Saint Thomas More"", ""Thomas Morus"", ""Thomas, Saint More"", ""Thomas, Sir More""]",author,"Who is the author of The Tempest?

Who is the author of The Merchant of Venice?

Who is the author of The Winter's Tale?

Who is the author of The Tempest","Who is the author of Utopia?

Who is the author of The Tempest?

Who is the author of The Merchant of Venice?

Who is the author of The Winter's Tale?

Who is the author of The Tempest",False,other_wrong_or_offtopic
fact_0055,short_direct,Who is the producer of Positive?,Who was the producer of Positive?,Farhan Akhtar,"[""Farhan Akhtar"", ""Ritesh Sidhwani""]",producer,"Who is the director of Positive?

Who is the writer of Positive?

Who is the composer of Positive?

Who is the singer of Positive?

Who is the lyricist of Positive","Who is the producer of Positive?

Who is the director of Positive?

Who is the writer of Positive?

Who is the composer of Positive?

Who is the singer of Positive?

Who is the lyricist of Positive",False,other_wrong_or_offtopic
fact_0055,direct_answer,Directly answer this factual question: Who was the producer of Positive?,Who was the producer of Positive?,Farhan Akhtar,"[""Farhan Akhtar"", ""Ritesh Sidhwani""]",producer,"The answer is: <strong>The producer of Positive is the American singer and songwriter, Justin Bieber.</strong>

Justin Bieber is a Canadian singer and songwriter who has achieved great success in the music industry","Directly answer this factual question: Who was the producer of Positive?

The answer is: <strong>The producer of Positive is the American singer and songwriter, Justin Bieber.</strong>

Justin Bieber is a Canadian singer and songwriter who has achieved great success in the music industry",False,other_wrong_or_offtopic
fact_0056,answer_briefly,Who is the father of Count Palatine Joseph Charles of Sulzbach? Answer briefly.,Who is the father of Count Palatine Joseph Charles of Sulzbach?,"Theodore Eustace, Count Palatine of Sulzbach","[""Theodore Eustace, Count Palatine of Sulzbach"", ""Theodore Eustace""]",father,"Who is the father of Count Palatine Joseph Charles of Sulzbach?

Joseph Charles of Sulzbach was the son of the Count Palatine Joseph Charles of Sulzbach and his wife, Princess","Who is the father of Count Palatine Joseph Charles of Sulzbach? Answer briefly.

Who is the father of Count Palatine Joseph Charles of Sulzbach?

Joseph Charles of Sulzbach was the son of the Count Palatine Joseph Charles of Sulzbach and his wife, Princess",False,other_wrong_or_offtopic
