fact_id,variant_id,is_correct,correct_answer,question,n_tokens,tokens,token_ids,generated_answer
fact_0039,short_direct,False,Richard Rodgers,Who is the composer of Getting to Know You?,10,Who | ▁is | ▁the | ▁composer | ▁of | ▁Getting | ▁to | ▁Know | ▁You | ?,2 6571 603 573 41905 576 31458 577 11009 1646 235336,"Who is the composer of Getting to Know You?

Who is the composer of Getting to Know You?

Who is the composer of Getting to Know You?

Who is the composer of Getting"
fact_0039,answer_briefly,False,Richard Rodgers,Who was the composer of Getting to Know You? Answer briefly.,13,Who | ▁was | ▁the | ▁composer | ▁of | ▁Getting | ▁to | ▁Know | ▁You | ? | ▁Answer | ▁briefly | .,2 6571 729 573 41905 576 31458 577 11009 1646 235336 10358 27918 235265,"What is the name of the composer of the song ""Getting to Know You""?

What is the name of the composer of the song ""Getting to Know You""?

What is the name of"
fact_0039,no_explanation,False,Richard Rodgers,Who was the composer of Getting to Know You? Give only the answer.,15,Who | ▁was | ▁the | ▁composer | ▁of | ▁Getting | ▁to | ▁Know | ▁You | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 41905 576 31458 577 11009 1646 235336 18712 1297 573 3448 235265,"Who was the composer of Getting to Know You? Give only the answer.

Who was the composer of Getting to Know You? Give only the answer.

Who was the composer of Getting to"
fact_0039,direct_answer,True,Richard Rodgers,Directly answer this factual question: Who was the composer of Getting to Know You?,17,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Getting | ▁to | ▁Know | ▁You | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 41905 576 31458 577 11009 1646 235336,"The answer is: <strong>Richard Rodgers.</strong>

Richard Rodgers was an American composer and lyricist who wrote the music for the musical “The Sound of Music”. He was born in 1"
fact_0041,original,False,Martin Scorsese,Who was the director of After Hours?,8,Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?,2 6571 729 573 8453 576 4660 21402 235336,"Who was the director of After Hours?

Who was the director of After Hours?

Who was the director of After Hours?

Who was the director of After Hours?

Who was the"
fact_0041,short_direct,False,Martin Scorsese,Who is the director of After Hours?,8,Who | ▁is | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?,2 6571 603 573 8453 576 4660 21402 235336,"After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot"
fact_0041,answer_briefly,False,Martin Scorsese,Who was the director of After Hours? Answer briefly.,11,Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ? | ▁Answer | ▁briefly | .,2 6571 729 573 8453 576 4660 21402 235336 10358 27918 235265,"Who was the director of After Hours?

Answer briefly.

Who was the director of After Hours?

Answer briefly.

Who was the director of After Hours?

Answer briefly."
fact_0041,no_explanation,False,Martin Scorsese,Who was the director of After Hours? Give only the answer.,13,Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 8453 576 4660 21402 235336 18712 1297 573 3448 235265,"Who was the director of After Hours? Give only the answer.

Who was the director of After Hours? Give only the answer.

Who was the director of After Hours? Give only the"
fact_0041,direct_answer,True,Martin Scorsese,Directly answer this factual question: Who was the director of After Hours?,15,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 8453 576 4660 21402 235336,"The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The"
fact_0047,original,False,Ann Brashares,Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood?,17,Who | ▁is | ▁the | ▁author | ▁of | ▁Forever | ▁in | ▁Blue | : | ▁The | ▁Fourth | ▁Summer | ▁of | ▁the | ▁Sister | hood | ?,2 6571 603 573 3426 576 53343 575 7640 235292 714 31978 15684 576 573 41566 5813 235336,"What is the name of the author of Forever in Blue: The Fourth Summer of the Sisterhood?

What is the name of the author of Forever in Blue: The Fourth Summer of the Sister"
fact_0047,answer_briefly,False,Ann Brashares,Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood? Answer briefly.,20,Who | ▁is | ▁the | ▁author | ▁of | ▁Forever | ▁in | ▁Blue | : | ▁The | ▁Fourth | ▁Summer | ▁of | ▁the | ▁Sister | hood | ? | ▁Answer | ▁briefly | .,2 6571 603 573 3426 576 53343 575 7640 235292 714 31978 15684 576 573 41566 5813 235336 10358 27918 235265,"Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood? Answer briefly.

Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood? Answer"
fact_0047,no_explanation,False,Ann Brashares,Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood? Give only the answer.,22,Who | ▁is | ▁the | ▁author | ▁of | ▁Forever | ▁in | ▁Blue | : | ▁The | ▁Fourth | ▁Summer | ▁of | ▁the | ▁Sister | hood | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 3426 576 53343 575 7640 235292 714 31978 15684 576 573 41566 5813 235336 18712 1297 573 3448 235265,"Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood? Give only the answer.

Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood"
fact_0047,direct_answer,True,Ann Brashares,Directly answer this factual question: Who is the author of Forever in Blue: The Fourth Summer of the Sisterhood?,24,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁author | ▁of | ▁Forever | ▁in | ▁Blue | : | ▁The | ▁Fourth | ▁Summer | ▁of | ▁the | ▁Sister | hood | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 3426 576 53343 575 7640 235292 714 31978 15684 576 573 41566 5813 235336,"The author of Forever in Blue: The Fourth Summer of the Sisterhood is Ann Brashares.

The author of Forever in Blue: The Fourth Summer of the Sisterhood is Ann Brashares."
fact_0049,original,False,Lee Daniels,Who was the producer of Precious?,7,Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ?,2 6571 729 573 21709 576 133088 235336,"Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?"
fact_0049,short_direct,False,Lee Daniels,Who is the producer of Precious?,7,Who | ▁is | ▁the | ▁producer | ▁of | ▁Precious | ?,2 6571 603 573 21709 576 133088 235336,"Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?"
fact_0049,answer_briefly,False,Lee Daniels,Who was the producer of Precious? Answer briefly.,10,Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ? | ▁Answer | ▁briefly | .,2 6571 729 573 21709 576 133088 235336 10358 27918 235265,"Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?

Who was the producer of Precious?"
fact_0049,no_explanation,False,Lee Daniels,Who was the producer of Precious? Give only the answer.,12,Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 21709 576 133088 235336 18712 1297 573 3448 235265,"Who was the producer of Precious? Give only the answer.

Who was the producer of Precious? Give only the answer.

Who was the producer of Precious? Give only the answer."
fact_0049,direct_answer,True,Lee Daniels,Directly answer this factual question: Who was the producer of Precious?,14,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 21709 576 133088 235336,"The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the"
fact_0051,original,False,Igor Stravinsky,Who was the composer of Petrushka chord?,10,Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?,2 6571 729 573 41905 576 7040 53984 1161 50591 235336,"[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot"
fact_0051,short_direct,False,Igor Stravinsky,Who is the composer of Petrushka chord?,10,Who | ▁is | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?,2 6571 603 573 41905 576 7040 53984 1161 50591 235336,"[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie"
fact_0051,answer_briefly,False,Igor Stravinsky,Who was the composer of Petrushka chord? Answer briefly.,13,Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ? | ▁Answer | ▁briefly | .,2 6571 729 573 41905 576 7040 53984 1161 50591 235336 10358 27918 235265,"Who was the composer of Petrushka chord?

Who was the composer of Petrushka chord?

Who was the composer of Petrushka chord?

Who was the composer of Pet"
fact_0051,no_explanation,False,Igor Stravinsky,Who was the composer of Petrushka chord? Give only the answer.,15,Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 41905 576 7040 53984 1161 50591 235336 18712 1297 573 3448 235265,"Who was the composer of Petrushka chord? Give only the answer.

Who was the composer of Petrushka chord? Give only the answer.

Who was the composer of Petrush"
fact_0051,direct_answer,True,Igor Stravinsky,Directly answer this factual question: Who was the composer of Petrushka chord?,17,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 41905 576 7040 53984 1161 50591 235336,"The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the"
fact_0053,original,True,Debra Hill,Who was the producer of The Fog?,8,Who | ▁was | ▁the | ▁producer | ▁of | ▁The | ▁Fog | ?,2 6571 729 573 21709 576 714 50084 235336,"The Fog was produced by Roger Corman.

Who was the director of The Fog?

The Fog was directed by John Carpenter.

What was the release date of The Fog?

The"
fact_0053,short_direct,True,Debra Hill,Who is the producer of The Fog?,8,Who | ▁is | ▁the | ▁producer | ▁of | ▁The | ▁Fog | ?,2 6571 603 573 21709 576 714 50084 235336,"The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, and Hal Holbrook. The"
fact_0053,answer_briefly,False,Debra Hill,Who was the producer of The Fog? Answer briefly.,11,Who | ▁was | ▁the | ▁producer | ▁of | ▁The | ▁Fog | ? | ▁Answer | ▁briefly | .,2 6571 729 573 21709 576 714 50084 235336 10358 27918 235265,"Who was the producer of The Fog?

Who was the producer of The Fog?

Who was the producer of The Fog?

Who was the producer of The Fog?

Who was the"
fact_0053,no_explanation,True,Debra Hill,Who was the producer of The Fog? Give only the answer.,13,Who | ▁was | ▁the | ▁producer | ▁of | ▁The | ▁Fog | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 21709 576 714 50084 235336 18712 1297 573 3448 235265,"The Fog is a 1980 American supernatural horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and"
fact_0053,direct_answer,True,Debra Hill,Directly answer this factual question: Who was the producer of The Fog?,15,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁The | ▁Fog | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 21709 576 714 50084 235336,"The Fog is a 1980 American horror film directed by John Carpenter and written by Carpenter and Debra Hill. The film stars Jamie Lee Curtis, Janet Leigh, Hal Holbrook, and Adrienne"
fact_0054,original,False,Thomas More,Who is the author of Utopia?,7,Who | ▁is | ▁the | ▁author | ▁of | ▁Utopia | ?,2 6571 603 573 3426 576 154030 235336,"Who is the author of The Tempest?

Who is the author of The Merchant of Venice?

Who is the author of The Winter's Tale?

Who is the author of The Tempest"
fact_0054,answer_briefly,False,Thomas More,Who is the author of Utopia? Answer briefly.,10,Who | ▁is | ▁the | ▁author | ▁of | ▁Utopia | ? | ▁Answer | ▁briefly | .,2 6571 603 573 3426 576 154030 235336 10358 27918 235265,"What is the theme of the novel?

What is the theme of the novel?

What is the theme of the novel?

What is the theme of the novel?

What is the"
fact_0054,no_explanation,False,Thomas More,Who is the author of Utopia? Give only the answer.,12,Who | ▁is | ▁the | ▁author | ▁of | ▁Utopia | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 3426 576 154030 235336 18712 1297 573 3448 235265,"Who is the author of The Jungle Book? Give only the answer.

Who is the author of The Jungle Book? Give only the answer.

Who is the author of The Jungle Book?"
fact_0054,direct_answer,True,Thomas More,Directly answer this factual question: Who is the author of Utopia?,14,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁author | ▁of | ▁Utopia | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 3426 576 154030 235336,"The author of Utopia is Thomas More.

The author of Utopia is Thomas More.

The author of Utopia is Thomas More.

The author of Utopia is Thomas More.

The author of"
fact_0057,original,False,Pat Proft,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,16,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?,2 6571 729 573 191114 604 714 122568 17083 235292 4845 573 25798 576 12543 38098 29675,"Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?

Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?

Who was the screenwriter for"
fact_0057,short_direct,False,Pat Proft,Who is the screenwriter for The Naked Gun: From the Files of Police Squad!?,16,Who | ▁is | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?,2 6571 603 573 191114 604 714 122568 17083 235292 4845 573 25798 576 12543 38098 29675,"Who is the screenwriter for The Naked Gun: From the Files of Police Squad!?

Who is the screenwriter for The Naked Gun: From the Files of Police Squad!?

Who is the screenwriter for"
fact_0057,answer_briefly,True,Pat Proft,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Answer briefly.,19,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Answer | ▁briefly | .,2 6571 729 573 191114 604 714 122568 17083 235292 4845 573 25798 576 12543 38098 29675 10358 27918 235265,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and"
fact_0057,no_explanation,True,Pat Proft,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Give only the answer.,21,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 191114 604 714 122568 17083 235292 4845 573 25798 576 12543 38098 29675 18712 1297 573 3448 235265,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and"
fact_0057,direct_answer,False,Pat Proft,Directly answer this factual question: Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,23,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 191114 604 714 122568 17083 235292 4845 573 25798 576 12543 38098 29675,"The answer is:

<blockquote><strong>Leslie Dixon</strong></blockquote>

Leslie Dixon is a screenwriter, producer, and director. She is best known for her work on the 1988 film"
fact_0059,original,False,Stirling Silliphant,Who was the screenwriter for Over the Top?,9,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?,2 6571 729 573 191114 604 6136 573 6835 235336,"Who was the screenwriter for Over the Top?

Who was the screenwriter for Over the Top?

Who was the screenwriter for Over the Top?

Who was the screenwriter for Over the Top?"
fact_0059,short_direct,True,Stirling Silliphant,Who is the screenwriter for Over the Top?,9,Who | ▁is | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?,2 6571 603 573 191114 604 6136 573 6835 235336,"Over the Top is a 1987 American action comedy film directed by John Carl Buechler and written by David Twohy. The film stars Sylvester Stallone, Robert Loggia,"
fact_0059,answer_briefly,False,Stirling Silliphant,Who was the screenwriter for Over the Top? Answer briefly.,12,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ? | ▁Answer | ▁briefly | .,2 6571 729 573 191114 604 6136 573 6835 235336 10358 27918 235265,"Who was the screenwriter for Over the Top?

Answer briefly.

Who was the screenwriter for Over the Top?

Answer briefly.

Who was the screenwriter for Over the Top?

Answer"
fact_0059,no_explanation,False,Stirling Silliphant,Who was the screenwriter for Over the Top? Give only the answer.,14,Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 191114 604 6136 573 6835 235336 18712 1297 573 3448 235265,"Who was the screenwriter for Over the Top? Give only the answer.

Who was the screenwriter for Over the Top? Give only the answer.

Who was the screenwriter for Over the Top?"
fact_0059,direct_answer,False,Stirling Silliphant,Directly answer this factual question: Who was the screenwriter for Over the Top?,16,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 191114 604 6136 573 6835 235336,"The answer is:

<strong>John Sayles</strong>

John Sayles is an American screenwriter, director, and actor. He is best known for his work on the films <em>The Brother from"
